EpisodeID,PeakStressDate,PeakGeometryStress,PeakTransitionScore,MaxTransitionPrior5D,MaxTransitionPctPrior5D,MaxTransitionPrior10D,MaxTransitionPctPrior10D,MaxTransitionPrior20D,MaxTransitionPctPrior20D,MaxTransitionPrior40D,MaxTransitionPctPrior40D,SPY_ReturnAfter5D,SPY_WorstAfter5D,SPY_ReturnAfter10D,SPY_WorstAfter10D,SPY_ReturnAfter20D,SPY_WorstAfter20D,SPY_ReturnAfter40D,SPY_WorstAfter40D
33,2018-03-27,2.450554087,3.339209422,1.898995024,99.6031746,1.898995024,99.6031746,1.898995024,99.6031746,1.898995024,99.6031746,0.0113584898,-0.01201096218,0.01212562048,-0.01201096218,0.0116269321,-0.01201096218,0.04896357011,-0.01201096218
34,2018-07-20,0.8044649479,0.3813524919,0.4902536634,87.3015873,0.6928764662,92.46031746,0.8786645544,94.84126984,0.8984583229,94.84126984,0.006221829217,0.001859419323,0.01401641597,0.000965912354,0.01923634619,0.000965912354,0.03453978188,0.000965912354
35,2018-08-10,1.359030165,0.8517784941,0.8517784941,94.44444444,0.8517784941,94.44444444,0.8517784941,94.44444444,0.8786645544,94.84126984,0.006709445702,-0.004873731929,0.01536202998,-0.004873731929,0.01744564234,-0.004873731929,0.02105833641,-0.004873731929
36,2018-09-10,3.069686038,2.488684846,1.17107254,98.41269841,1.17107254,98.41269841,1.17107254,98.41269841,1.17107254,98.41269841,0.004304065357,0.003297589766,0.0147078791,0.003297589766,0.00355074898,0.003297589766,-0.04676290616,-0.07999130676
37,2018-09-25,1.729215624,1.320083621,0.124916564,64.68253968,1.474087721,98.01587302,2.488684846,99.6031746,2.488684846,99.6031746,0.002785880025,-0.002992526101,-0.01152182043,-0.01152182043,-0.0589511183,-0.0639037093,-0.09159073928,-0.09248476768
38,2018-12-26,2.166946632,1.065110136,0.7039659419,89.68253968,0.7039659419,89.68253968,1.154715081,96.82539683,1.154715081,96.82539683,-0.008002306399,-0.008002306399,0.05158846408,-0.008002306399,0.0796167685,-0.008002306399,0.1354295573,-0.008002306399
39,2019-03-25,1.82110284,0.9952290554,0.9952290554,96.42857143,0.9952290554,96.42857143,0.9952290554,96.42857143,0.9952290554,96.42857143,0.02433349347,0.002186060384,0.03494099856,0.002186060384,0.04959843624,0.002186060384,0.02677017183,0.002186060384
40,2019-04-16,2.258159088,0.8679274277,0.8679274277,94.84126984,0.8679274277,94.84126984,0.9952290554,96.42857143,0.9952290554,96.42857143,0.007134181986,-0.002446770917,0.005686580277,-0.002446770917,-0.017576415,-0.03205137807,-0.001999158086,-0.05372888216
41,2019-06-10,2.322427175,1.375279903,-0.1981987509,29.36507937,0.5397846477,86.11111111,1.045258994,97.61904762,1.045258994,97.61904762,0.001384217269,-0.00200692141,0.02110340808,-0.00200692141,0.03344782476,-0.00200692141,0.0007957163277,-0.01304457649
42,2020-03-23,4.368349331,5.417416947,5.210102411,100,5.210102411,100,5.210102411,100,5.210102411,100,0.1735815258,0.09060321619,0.1879792672,0.09060321619,0.2246692743,0.09060321619,0.3095763345,0.09060321619
43,2020-11-13,1.562015196,1.702429553,1.702429553,96.42857143,1.702429553,96.42857143,1.702429553,96.42857143,1.702429553,96.42857143,-0.007735035861,-0.007735035861,0.01105833308,-0.007735035861,0.01831905971,-0.007735035861,0.0650906748,-0.007735035861
44,2021-04-19,1.431907384,1.120819592,0.6941209459,89.68253968,1.117407459,95.23809524,1.713197715,99.20634921,1.713197715,99.20634921,0.005780155256,-0.007321487903,0.007201169927,-0.007321487903,0.0007466814762,-0.02360252426,0.02232628552,-0.02360252426
45,2021-08-02,1.90453167,3.2049099,2.093754613,100,2.093754613,100,2.093754613,100,2.093754613,100,0.01037501282,0.003176630323,0.02143561428,0.003176630323,0.03345609948,0.003176630323,-0.005668493067,-0.005874736793
46,2021-09-28,1.375951822,1.530118546,1.530118546,97.61904762,1.530118546,97.61904762,1.530118546,97.61904762,3.2049099,100,-0.0014294231,-0.01171266985,-0.0002306077581,-0.01171266985,0.05127732933,-0.01171266985,0.07947519285,-0.01171266985
47,2021-10-25,1.070703201,0.4840983261,0.4749594926,80.95238095,0.4749594926,80.95238095,1.167045393,95.23809524,1.530118546,97.61904762,0.009856490577,-0.003534132903,0.02937106282,-0.003534132903,0.02638578702,-0.003534132903,0.0200567132,-0.01108538156
48,2021-11-04,1.461329273,0.584652437,0.4520812168,79.36507937,0.4840983261,81.34920635,0.4840983261,81.34920635,1.530118546,97.61904762,-0.006725088158,-0.007046306378,0.006039641483,-0.007046306378,-0.02889214293,-0.03514592989,0.02672517478,-0.03514592989
49,2021-11-18,2.040575996,1.115862605,0.05037317782,56.34920635,0.584652437,83.73015873,0.584652437,83.73015873,1.167045393,95.23809524,-0.02290675836,-0.02290675836,-0.03472207552,-0.0409383186,-0.01755130884,-0.0409383186,-0.02477219244,-0.0409383186
50,2023-11-20,2.766020647,3.128532703,1.504807165,99.20634921,1.504807165,99.20634921,1.504807165,99.20634921,1.504807165,99.20634921,0.00147488455,-0.002179563054,0.005151082147,-0.002179563054,0.04954250096,-0.002179563054,0.06631866116,-0.002179563054
51,2024-01-25,1.293474042,1.324290596,0.9846177145,90.47619048,0.9846177145,90.47619048,0.9846177145,90.47619048,1.747822035,98.80952381,0.002397466283,-0.01055253549,0.02108490818,-0.01055253549,0.04061236825,-0.01055253549,0.07130607964,-0.01055253549
52,2024-02-16,1.461523779,0.9551142955,0.9551142955,89.28571429,0.9551142955,89.28571429,1.324290596,96.82539683,1.324290596,96.82539683,0.01297260518,-0.005505570013,0.02560496703,-0.005505570013,0.02991609865,-0.005505570013,0.01117981443,-0.005505570013
53,2024-02-29,2.056376268,0.7994331452,0.3487994946,71.82539683,0.9551142955,89.28571429,0.9551142955,89.28571429,1.324290596,96.82539683,0.013245896,-0.001771337914,0.0135216175,-0.001771337914,0.03270202414,-0.001771337914,0.003462483478,-0.02240101502
54,2025-04-16,2.747821653,2.864958516,2.555397584,99.20634921,2.555397584,99.20634921,2.555397584,99.20634921,2.555397584,99.20634921,0.04000695648,-0.02240989345,0.06241679109,-0.02240989345,0.1232735774,-0.02240989345,0.1357152303,-0.02240989345
55,2025-06-23,2.015562863,1.058468711,0.6771230456,90.87301587,0.6771230456,90.87301587,0.6771230456,90.87301587,1.776326435,96.82539683,0.029492756,0.01104739286,0.03364171074,0.01104739286,0.04783817137,0.01104739286,0.06608353654,0.01104739286
